plant_id,line_id,machine_id,sensor_id,sensor_type,reading_time,temperature_c,vibration_rms_g,pressure_bar,current_amp,label
1,1,1,1,snapshot,2025-01-01T01:56:00,40.198,1.017,73.816,29.491,NORMAL
1,1,1,1,snapshot,2025-01-01T01:58:00,39.208,1.1,69.0,33.514,NORMAL
1,1,1,1,snapshot,2025-01-01T02:00:00,42.528,1.528,70.903,28.394,NORMAL
1,1,1,1,snapshot,2025-01-01T02:02:00,38.115,1.824,72.457,33.912,NORMAL
1,1,1,1,snapshot,2025-01-01T02:04:00,38.633,1.473,73.852,31.615,NORMAL
1,1,1,1,snapshot,2025-01-01T02:06:00,42.392,1.277,67.857,32.994,NORMAL
1,1,1,1,snapshot,2025-01-01T02:08:00,40.745,1.292,70.504,25.866,NORMAL
1,1,1,1,snapshot,2025-01-01T02:10:00,41.073,1.395,76.348,31.637,NORMAL
1,1,1,1,snapshot,2025-01-01T02:12:00,44.661,1.366,71.946,33.173,NORMAL
1,1,1,1,snapshot,2025-01-01T02:14:00,42.235,1.48,71.566,34.627,NORMAL
1,1,1,1,snapshot,2025-01-01T02:16:00,40.84,1.684,70.811,28.193,NORMAL
1,1,1,1,snapshot,2025-01-01T02:18:00,41.632,1.734,72.025,27.981,NORMAL
1,1,1,1,snapshot,2025-01-01T02:20:00,41.531,1.039,74.141,31.795,NORMAL
1,1,1,1,snapshot,2025-01-01T02:22:00,41.132,1.225,73.583,26.608,NORMAL
1,1,1,1,snapshot,2025-01-01T02:24:00,41.211,1.847,66.751,28.185,NORMAL
1,1,1,1,snapshot,2025-01-01T02:26:00,42.981,1.701,74.407,32.723,NORMAL
1,1,1,1,snapshot,2025-01-01T02:28:00,38.477,1.511,69.499,30.4,NORMAL
1,1,1,1,snapshot,2025-01-01T02:30:00,43.037,1.46,72.356,27.774,NORMAL
1,1,1,1,snapshot,2025-01-01T02:32:00,40.914,1.867,69.924,30.233,NORMAL
1,1,1,1,snapshot,2025-01-01T02:34:00,42.101,1.267,70.484,29.954,NORMAL
1,1,1,1,snapshot,2025-01-01T02:36:00,41.674,1.319,68.402,29.068,NORMAL
1,1,1,1,snapshot,2025-01-01T02:38:00,42.628,1.363,67.779,30.851,NORMAL
1,1,1,1,snapshot,2025-01-01T02:40:00,42.185,1.951,67.488,30.615,NORMAL
1,1,1,1,snapshot,2025-01-01T02:42:00,43.12,1.885,70.728,29.511,NORMAL
1,1,1,1,snapshot,2025-01-01T02:44:00,45.154,1.605,74.961,30.809,NORMAL
1,1,1,1,snapshot,2025-01-01T02:46:00,46.064,1.625,72.396,32.791,NORMAL
1,1,1,1,snapshot,2025-01-01T02:48:00,44.575,1.213,70.352,34.019,NORMAL
1,1,1,1,snapshot,2025-01-01T02:50:00,41.875,1.639,71.333,30.539,NORMAL
1,1,1,1,snapshot,2025-01-01T02:52:00,42.824,1.88,71.781,32.297,NORMAL
1,1,1,1,snapshot,2025-01-01T02:54:00,47.314,1.915,71.067,31.237,NORMAL
1,1,1,1,snapshot,2025-01-01T02:56:00,43.754,1.974,75.258,32.833,NORMAL
1,1,1,1,snapshot,2025-01-01T02:58:00,43.101,1.069,77.008,32.991,NORMAL
1,1,1,1,snapshot,2025-01-01T03:00:00,41.048,1.823,73.75,32.991,NORMAL
1,1,1,1,snapshot,2025-01-01T03:02:00,44.873,1.205,75.181,33.534,NORMAL
1,1,1,1,snapshot,2025-01-01T03:04:00,45.232,1.047,77.277,29.035,NORMAL
1,1,1,1,snapshot,2025-01-01T03:06:00,43.077,1.736,69.946,35.957,NORMAL
1,1,1,1,snapshot,2025-01-01T03:08:00,45.843,1.62,73.139,32.881,NORMAL
1,1,1,1,snapshot,2025-01-01T03:10:00,45.838,1.546,72.094,31.846,NORMAL
1,1,1,1,snapshot,2025-01-01T03:12:00,44.966,1.305,69.415,28.62,NORMAL
1,1,1,1,snapshot,2025-01-01T03:14:00,44.402,1.308,72.449,36.898,NORMAL
1,1,1,1,snapshot,2025-01-01T03:16:00,43.445,1.625,73.162,33.39,NORMAL
1,1,1,1,snapshot,2025-01-01T03:18:00,43.585,2.069,73.033,34.621,NORMAL
1,1,1,1,snapshot,2025-01-01T03:20:00,45.559,1.539,74.685,34.874,NORMAL
1,1,1,1,snapshot,2025-01-01T03:22:00,44.148,1.698,69.23,33.783,NORMAL
1,1,1,1,snapshot,2025-01-01T03:24:00,43.633,1.462,69.502,33.402,NORMAL
1,1,1,1,snapshot,2025-01-01T03:26:00,43.195,2.285,70.953,35.992,NORMAL
1,1,1,1,snapshot,2025-01-01T03:28:00,47.401,1.144,75.208,37.529,NORMAL
1,1,1,1,snapshot,2025-01-01T03:30:00,46.471,1.647,68.471,33.865,NORMAL
1,1,1,1,snapshot,2025-01-01T03:32:00,43.321,1.952,72.49,32.232,NORMAL
1,1,1,1,snapshot,2025-01-01T03:34:00,45.649,2.107,72.433,35.113,NORMAL
1,1,1,1,snapshot,2025-01-01T03:36:00,48.135,1.973,72.43,34.142,NORMAL
1,1,1,1,snapshot,2025-01-01T03:38:00,44.353,2.129,73.335,34.902,NORMAL
1,1,1,1,snapshot,2025-01-01T03:40:00,44.277,1.621,73.888,33.697,NORMAL
1,1,1,1,snapshot,2025-01-01T03:42:00,42.383,2.174,77.68,32.225,NORMAL
1,1,1,1,snapshot,2025-01-01T03:44:00,46.075,1.661,70.185,32.605,NORMAL
1,1,1,1,snapshot,2025-01-01T03:46:00,46.035,1.795,74.379,33.392,NORMAL
1,1,1,1,snapshot,2025-01-01T03:48:00,43.978,1.732,73.676,32.85,NORMAL
1,1,1,1,snapshot,2025-01-01T03:50:00,46.769,1.881,74.412,35.072,NORMAL
1,1,1,1,snapshot,2025-01-01T03:52:00,44.958,1.88,73.449,32.813,NORMAL
1,1,1,1,snapshot,2025-01-01T03:54:00,47.516,2.141,71.867,37.425,NORMAL
1,1,1,1,snapshot,2025-01-01T03:56:00,49.562,2.201,68.937,35.467,NORMAL
1,1,1,1,snapshot,2025-01-01T03:58:00,42.807,1.133,76.489,35.47,NORMAL
1,1,1,1,snapshot,2025-01-01T04:00:00,48.043,2.135,72.849,35.972,NORMAL
1,1,1,1,snapshot,2025-01-01T04:02:00,47.561,1.624,71.888,36.124,NORMAL
1,1,1,1,snapshot,2025-01-01T04:04:00,46.555,1.737,70.604,37.51,NORMAL
1,1,1,1,snapshot,2025-01-01T04:06:00,45.339,2.512,73.449,38.782,NORMAL
1,1,1,1,snapshot,2025-01-01T04:08:00,46.009,1.729,72.677,37.138,NORMAL
1,1,1,1,snapshot,2025-01-01T04:10:00,49.064,1.431,71.334,35.786,NORMAL
1,1,1,1,snapshot,2025-01-01T04:12:00,44.532,1.661,71.955,36.017,NORMAL
1,1,1,1,snapshot,2025-01-01T04:14:00,46.983,1.581,76.329,32.678,NORMAL
1,1,1,1,snapshot,2025-01-01T04:16:00,46.085,1.634,72.021,33.809,NORMAL
1,1,1,1,snapshot,2025-01-01T04:18:00,45.11,1.872,69.716,32.036,NORMAL
1,1,1,1,snapshot,2025-01-01T04:20:00,47.851,1.859,76.428,32.95,NORMAL
1,1,1,1,snapshot,2025-01-01T04:22:00,46.731,1.727,75.168,36.683,NORMAL
1,1,1,1,snapshot,2025-01-01T04:24:00,48.231,1.864,69.343,34.938,NORMAL
1,1,1,1,snapshot,2025-01-01T04:26:00,48.394,1.581,71.547,33.214,NORMAL
1,1,1,1,snapshot,2025-01-01T04:28:00,47.8,2.029,73.642,34.611,NORMAL
1,1,1,1,snapshot,2025-01-01T04:30:00,45.789,1.537,69.189,33.562,NORMAL
1,1,1,1,snapshot,2025-01-01T04:32:00,48.9,2.321,71.802,33.617,NORMAL
1,1,1,1,snapshot,2025-01-01T04:34:00,49.094,2.02,70.75,35.39,NORMAL
1,1,1,1,snapshot,2025-01-01T04:36:00,51.403,2.16,73.223,31.746,NORMAL
1,1,1,1,snapshot,2025-01-01T04:38:00,47.021,1.558,75.587,33.711,NORMAL
1,1,1,1,snapshot,2025-01-01T04:40:00,47.786,1.703,75.859,37.707,NORMAL
1,1,1,1,snapshot,2025-01-01T04:42:00,46.49,2.412,73.685,33.365,NORMAL
1,1,1,1,snapshot,2025-01-01T04:44:00,47.903,2.201,74.43,36.861,NORMAL
1,1,1,1,snapshot,2025-01-01T04:46:00,47.685,1.351,71.09,34.989,NORMAL
1,1,1,1,snapshot,2025-01-01T04:48:00,48.925,1.859,75.53,37.717,NORMAL
1,1,1,1,snapshot,2025-01-01T04:50:00,48.819,2.03,72.1,35.472,NORMAL
1,1,1,1,snapshot,2025-01-01T04:52:00,46.828,2.018,72.479,37.413,NORMAL
1,1,1,1,snapshot,2025-01-01T04:54:00,46.306,1.778,74.228,35.401,NORMAL
1,1,1,1,snapshot,2025-01-01T04:56:00,43.843,2.002,76.049,39.649,NORMAL
1,1,1,1,snapshot,2025-01-01T04:58:00,46.09,1.525,72.862,36.351,NORMAL
1,1,1,1,snapshot,2025-01-01T05:00:00,49.701,1.818,76.71,37.345,NORMAL
1,1,1,1,snapshot,2025-01-01T05:02:00,47.817,1.773,66.995,33.642,NORMAL
1,1,1,1,snapshot,2025-01-01T05:04:00,46.477,1.565,75.562,33.385,NORMAL
1,1,1,1,snapshot,2025-01-01T05:06:00,47.916,1.713,76.319,40.725,NORMAL
1,1,1,1,snapshot,2025-01-01T05:08:00,46.325,1.832,72.915,31.514,NORMAL
1,1,1,1,snapshot,2025-01-01T05:10:00,49.814,1.854,74.562,34.793,NORMAL
1,1,1,1,snapshot,2025-01-01T05:12:00,48.873,1.359,73.181,35.006,NORMAL
1,1,1,1,snapshot,2025-01-01T05:14:00,47.688,1.893,70.877,35.846,NORMAL
1,1,1,1,snapshot,2025-01-01T05:16:00,45.987,2.215,71.747,32.76,NORMAL
1,1,1,1,snapshot,2025-01-01T05:18:00,47.939,1.725,71.869,33.719,NORMAL
1,1,1,1,snapshot,2025-01-01T05:20:00,51.097,1.976,76.739,35.763,NORMAL
1,1,1,1,snapshot,2025-01-01T05:22:00,50.315,2.143,76.103,37.018,NORMAL
1,1,1,1,snapshot,2025-01-01T05:24:00,48.344,1.493,80.053,34.736,NORMAL
1,1,1,1,snapshot,2025-01-01T05:26:00,47.377,1.759,73.16,36.085,NORMAL
1,1,1,1,snapshot,2025-01-01T05:28:00,49.494,1.791,71.892,36.696,NORMAL
1,1,1,1,snapshot,2025-01-01T05:30:00,50.34,2.034,68.527,38.09,NORMAL
1,1,1,1,snapshot,2025-01-01T05:32:00,49.805,1.29,70.352,35.565,NORMAL
1,1,1,1,snapshot,2025-01-01T05:34:00,50.393,2.118,75.658,35.766,NORMAL
1,1,1,1,snapshot,2025-01-01T05:36:00,48.114,1.538,67.643,37.445,NORMAL
1,1,1,1,snapshot,2025-01-01T05:38:00,48.127,1.806,72.189,36.716,NORMAL
1,1,1,1,snapshot,2025-01-01T05:40:00,45.983,1.746,71.919,34.086,NORMAL
1,1,1,1,snapshot,2025-01-01T05:42:00,47.709,1.927,75.444,31.726,NORMAL
1,1,1,1,snapshot,2025-01-01T05:44:00,48.026,1.575,72.9,36.376,NORMAL
1,1,1,1,snapshot,2025-01-01T05:46:00,49.501,1.883,73.716,34.164,NORMAL
1,1,1,1,snapshot,2025-01-01T05:48:00,48.765,1.777,71.944,37.129,NORMAL
1,1,1,1,snapshot,2025-01-01T05:50:00,47.684,1.711,73.335,36.707,NORMAL
1,1,1,1,snapshot,2025-01-01T05:52:00,49.192,1.503,75.025,36.411,NORMAL
1,1,1,1,snapshot,2025-01-01T05:54:00,52.131,1.842,69.326,36.739,NORMAL
1,1,1,1,snapshot,2025-01-01T05:56:00,47.614,1.254,71.403,39.95,NORMAL
1,1,1,1,snapshot,2025-01-01T05:58:00,48.285,1.942,73.098,34.27,NORMAL
1,1,1,1,snapshot,2025-01-01T06:00:00,47.015,1.827,72.022,33.549,NORMAL
1,1,1,1,snapshot,2025-01-01T06:02:00,49.942,1.853,75.756,35.566,NORMAL
1,1,1,1,snapshot,2025-01-01T06:04:00,48.699,1.855,77.927,37.686,NORMAL
1,1,1,1,snapshot,2025-01-01T06:06:00,47.612,1.699,71.222,34.201,NORMAL
1,1,1,1,snapshot,2025-01-01T06:08:00,49.181,2.075,140.535,67.022,NORMAL
1,1,1,1,snapshot,2025-01-01T06:10:00,47.824,1.822,123.113,59.572,NORMAL
1,1,1,1,snapshot,2025-01-01T06:12:00,48.503,1.759,74.067,33.484,NORMAL
1,1,1,1,snapshot,2025-01-01T06:14:00,47.864,1.726,76.359,35.368,NORMAL
1,1,1,1,snapshot,2025-01-01T06:16:00,49.447,1.943,72.026,36.996,NORMAL
1,1,1,1,snapshot,2025-01-01T06:18:00,47.488,1.755,78.201,36.43,NORMAL
1,1,1,1,snapshot,2025-01-01T06:20:00,47.425,1.386,77.038,39.483,NORMAL
1,1,1,1,snapshot,2025-01-01T06:22:00,49.966,9.312,75.405,34.536,NORMAL
1,1,1,1,snapshot,2025-01-01T06:24:00,47.918,1.973,76.041,32.965,NORMAL
1,1,1,1,snapshot,2025-01-01T06:26:00,47.471,1.49,75.749,35.903,NORMAL
1,1,1,1,snapshot,2025-01-01T06:28:00,46.534,1.781,75.146,34.961,NORMAL
1,1,1,1,snapshot,2025-01-01T06:30:00,47.069,1.797,74.165,32.343,NORMAL
1,1,1,1,snapshot,2025-01-01T06:32:00,47.166,1.826,72.978,33.961,NORMAL
1,1,1,1,snapshot,2025-01-01T06:34:00,49.89,1.892,74.687,35.206,NORMAL
1,1,1,1,snapshot,2025-01-01T06:36:00,49.159,1.57,113.619,94.977,NORMAL
1,1,1,1,snapshot,2025-01-01T06:38:00,50.595,1.896,69.582,38.619,NORMAL
1,1,1,1,snapshot,2025-01-01T06:40:00,46.708,2.026,69.229,36.217,NORMAL
1,1,1,1,snapshot,2025-01-01T06:42:00,47.751,1.884,73.335,39.238,NORMAL
1,1,1,1,snapshot,2025-01-01T06:44:00,49.342,2.036,75.623,37.726,NORMAL
1,1,1,1,snapshot,2025-01-01T06:46:00,46.73,1.796,72.541,35.605,NORMAL
1,1,1,1,snapshot,2025-01-01T06:48:00,47.181,2.054,73.719,37.628,NORMAL
1,1,1,1,snapshot,2025-01-01T06:50:00,49.59,1.955,71.034,34.301,NORMAL
1,1,1,1,snapshot,2025-01-01T06:52:00,47.594,1.848,75.672,35.427,NORMAL
1,1,1,1,snapshot,2025-01-01T06:54:00,49.102,2.11,74.86,32.136,NORMAL
1,1,1,1,snapshot,2025-01-01T06:56:00,47.835,2.331,76.382,39.414,NORMAL
1,1,1,1,snapshot,2025-01-01T06:58:00,47.804,1.735,70.404,34.002,NORMAL
1,1,1,1,snapshot,2025-01-01T07:00:00,49.65,2.38,72.369,38.604,NORMAL
1,1,1,1,snapshot,2025-01-01T07:02:00,47.689,1.74,76.025,38.459,NORMAL
1,1,1,1,snapshot,2025-01-01T07:04:00,49.458,1.662,81.141,32.47,NORMAL
1,1,1,1,snapshot,2025-01-01T07:06:00,46.906,1.446,72.468,32.329,NORMAL
1,1,1,1,snapshot,2025-01-01T07:08:00,47.416,2.127,75.275,37.305,NORMAL
1,1,1,1,snapshot,2025-01-01T07:10:00,48.506,11.347,74.399,41.227,NORMAL
1,1,1,1,snapshot,2025-01-01T07:12:00,46.611,1.976,73.803,31.725,NORMAL
1,1,1,1,snapshot,2025-01-01T07:14:00,49.809,1.618,74.331,37.916,NORMAL
1,1,1,1,snapshot,2025-01-01T07:16:00,47.143,1.359,73.201,35.583,NORMAL
1,1,1,1,snapshot,2025-01-01T07:18:00,43.307,2.057,68.964,36.45,NORMAL
1,1,1,1,snapshot,2025-01-01T07:20:00,47.364,1.969,70.184,35.625,NORMAL
1,1,1,1,snapshot,2025-01-01T07:22:00,47.884,1.753,74.476,33.911,NORMAL
1,1,1,1,snapshot,2025-01-01T07:24:00,47.534,1.698,76.352,30.625,NORMAL
1,1,1,1,snapshot,2025-01-01T07:26:00,48.739,1.673,72.379,37.786,NORMAL
1,1,1,1,snapshot,2025-01-01T07:28:00,49.182,2.061,73.012,36.446,NORMAL
1,1,1,1,snapshot,2025-01-01T07:30:00,47.673,1.69,72.728,36.779,NORMAL
1,1,1,1,snapshot,2025-01-01T07:32:00,46.133,1.719,70.615,34.782,NORMAL
1,1,1,1,snapshot,2025-01-01T07:34:00,44.117,1.978,74.051,34.808,NORMAL
1,1,1,1,snapshot,2025-01-01T07:36:00,99.744,1.529,74.176,76.155,ANOMALO
1,1,1,1,snapshot,2025-01-01T07:38:00,47.681,1.893,71.124,33.114,NORMAL
1,1,1,1,snapshot,2025-01-01T07:40:00,45.192,11.435,73.623,36.153,NORMAL
1,1,1,1,snapshot,2025-01-01T07:42:00,48.478,2.014,76.08,34.908,NORMAL
1,1,1,1,snapshot,2025-01-01T07:44:00,49.161,1.542,73.835,32.289,NORMAL
1,1,1,1,snapshot,2025-01-01T07:46:00,47.25,1.812,74.129,34.301,NORMAL
1,1,1,1,snapshot,2025-01-01T07:48:00,47.292,1.307,70.72,35.519,NORMAL
1,1,1,1,snapshot,2025-01-01T07:50:00,47.752,1.651,76.474,35.545,NORMAL
1,1,1,1,snapshot,2025-01-01T07:52:00,45.047,1.402,68.905,34.55,NORMAL
1,1,1,1,snapshot,2025-01-01T07:54:00,43.185,1.559,69.686,32.285,NORMAL
1,1,1,1,snapshot,2025-01-01T07:56:00,45.415,1.988,76.808,34.565,NORMAL
1,1,1,1,snapshot,2025-01-01T07:58:00,45.994,7.74,78.679,36.147,NORMAL
1,1,1,1,snapshot,2025-01-01T08:00:00,44.552,1.671,68.844,34.319,NORMAL
1,1,1,1,snapshot,2025-01-01T08:02:00,46.897,1.75,77.46,37.345,NORMAL
1,1,1,1,snapshot,2025-01-01T08:04:00,46.03,1.405,76.712,35.885,NORMAL
1,1,1,1,snapshot,2025-01-01T08:06:00,45.825,1.795,70.088,31.211,NORMAL
1,1,1,1,snapshot,2025-01-01T08:08:00,46.399,2.308,75.287,35.005,NORMAL
1,1,1,1,snapshot,2025-01-01T08:10:00,48.231,1.426,72.975,32.48,NORMAL
1,1,1,1,snapshot,2025-01-01T08:12:00,46.608,1.924,71.138,32.786,NORMAL
1,1,1,1,snapshot,2025-01-01T08:14:00,46.997,1.802,67.077,33.531,NORMAL
1,1,1,1,snapshot,2025-01-01T08:16:00,46.616,1.824,75.647,38.862,NORMAL
1,1,1,1,snapshot,2025-01-01T08:18:00,45.359,1.754,76.494,35.201,NORMAL
1,1,1,1,snapshot,2025-01-01T08:20:00,44.327,1.78,74.926,35.811,NORMAL
1,1,1,1,snapshot,2025-01-01T08:22:00,46.102,1.381,72.044,32.486,NORMAL
1,1,1,1,snapshot,2025-01-01T08:24:00,47.064,1.335,73.005,33.41,NORMAL
1,1,1,1,snapshot,2025-01-01T08:26:00,44.317,1.327,74.501,32.118,NORMAL
1,1,1,1,snapshot,2025-01-01T08:28:00,43.013,1.5,77.334,34.8,NORMAL
1,1,1,1,snapshot,2025-01-01T08:30:00,44.514,1.238,75.181,35.499,NORMAL
1,1,1,1,snapshot,2025-01-01T08:32:00,46.334,1.929,76.829,31.863,NORMAL
1,1,1,1,snapshot,2025-01-01T08:34:00,43.045,1.386,77.713,30.432,NORMAL
1,1,1,1,snapshot,2025-01-01T08:36:00,45.194,1.301,74.545,32.21,NORMAL
1,1,1,1,snapshot,2025-01-01T08:38:00,45.842,1.293,71.985,31.006,NORMAL
1,1,1,1,snapshot,2025-01-01T08:40:00,42.621,1.625,72.713,30.141,NORMAL
1,1,1,1,snapshot,2025-01-01T08:42:00,44.838,1.651,73.347,31.434,NORMAL
1,1,1,1,snapshot,2025-01-01T08:44:00,42.773,1.932,141.396,78.97,NORMAL
1,1,1,1,snapshot,2025-01-01T08:46:00,43.917,1.918,72.699,30.785,NORMAL
1,1,1,1,snapshot,2025-01-01T08:48:00,44.674,1.478,73.22,31.413,NORMAL
1,1,1,1,snapshot,2025-01-01T08:50:00,45.826,1.409,68.958,34.269,NORMAL
1,1,1,1,snapshot,2025-01-01T08:52:00,45.299,1.389,68.254,32.968,NORMAL
1,1,1,1,snapshot,2025-01-01T08:54:00,47.914,1.594,74.323,33.511,NORMAL
1,1,1,1,snapshot,2025-01-01T08:56:00,44.699,1.481,75.112,31.904,NORMAL
1,1,1,1,snapshot,2025-01-01T08:58:00,44.457,1.419,74.646,33.147,NORMAL
1,1,1,1,snapshot,2025-01-01T09:00:00,43.204,1.322,75.418,30.175,NORMAL
1,1,1,1,snapshot,2025-01-01T09:02:00,44.577,1.57,74.149,34.661,NORMAL
1,1,1,1,snapshot,2025-01-01T09:04:00,44.389,0.94,72.233,31.126,NORMAL
1,1,1,1,snapshot,2025-01-01T09:06:00,43.22,1.58,73.366,31.144,NORMAL
1,1,1,1,snapshot,2025-01-01T09:08:00,42.313,0.839,72.743,28.695,NORMAL
1,1,1,1,snapshot,2025-01-01T09:10:00,44.143,1.939,75.025,29.816,NORMAL
1,1,1,1,snapshot,2025-01-01T09:12:00,43.101,1.41,70.918,30.794,NORMAL
1,1,1,1,snapshot,2025-01-01T09:14:00,42.648,1.449,72.339,30.879,NORMAL
1,1,1,1,snapshot,2025-01-01T09:16:00,44.276,1.665,77.602,28.972,NORMAL
1,1,1,1,snapshot,2025-01-01T09:18:00,42.485,1.243,67.342,29.241,NORMAL
1,1,1,1,snapshot,2025-01-01T09:20:00,44.086,1.522,71.378,33.665,NORMAL
1,1,1,1,snapshot,2025-01-01T09:22:00,43.284,10.93,72.238,30.748,NORMAL
1,1,1,1,snapshot,2025-01-01T09:24:00,41.982,1.723,68.476,31.528,NORMAL
1,1,1,1,snapshot,2025-01-01T09:26:00,41.785,1.697,68.617,30.331,NORMAL
1,1,1,1,snapshot,2025-01-01T09:28:00,43.018,1.632,71.386,33.66,NORMAL
1,1,1,1,snapshot,2025-01-01T09:30:00,41.261,1.453,70.694,32.15,NORMAL
1,1,1,1,snapshot,2025-01-01T09:32:00,41.235,1.492,74.888,33.116,NORMAL
1,1,1,1,snapshot,2025-01-01T09:34:00,41.547,1.46,74.014,28.409,NORMAL
1,1,1,1,snapshot,2025-01-01T09:36:00,41.829,1.759,72.977,30.149,NORMAL
